 10 
 1000 49559 
 305 657 58 
 305 660 -82 
 305 674 -62 
 305 685 58 
 305 698 -27 
 305 712 94 
 305 716 -12 
 305 739 -22 
 305 741 22 
 305 753 -58 
 305 754 94 
 305 755 -15 
 305 756 2 
 305 758 99 
 305 774 -74 
 305 778 -61 
 305 786 -52 
 305 805 -86 
 305 811 62 
 305 817 9 
 305 825 98 
 305 828 -50 
 305 830 10 
 305 847 34 
 305 865 -81 
 305 869 -81 
 305 870 -57 
 305 883 96 
 305 889 -34 
 305 893 12 
 305 895 24 
 305 901 7 
 305 902 -87 
 305 915 10 
 305 917 84 
 305 923 22 
 305 925 83 
 305 939 -9 
 305 957 58 
 305 959 -68 
 305 962 22 
 305 973 60 
 305 978 33 
 305 988 64 
 306 308 75 
 306 310 -94 
 306 325 51 
 306 331 -46 
 306 344 -47 
 306 350 74 
 306 354 -30 
 306 368 -9 
 306 369 -9 
 306 386 24 
 306 387 35 
 306 404 85 
 306 413 22 
 306 424 14 
 306 425 -5 
 306 437 26 
 306 449 52 
 306 468 1 
 306 472 -65 
 306 488 6 
 306 502 -58 
 306 507 2 
 306 508 92 
 306 515 -89 
 306 516 -77 
 306 519 11 
 306 525 32 
 306 528 -70 
 306 551 62 
 306 552 -41 
 306 568 35 
 306 587 73 
 306 590 55 
 306 603 -60 
 306 623 40 
 306 630 93 
 306 650 50 
 306 653 89 
 306 654 86 
 306 655 45 
 306 676 59 
 306 701 -81 
 306 705 38 
 306 708 86 
 306 714 -52 
 306 720 -76 
 306 730 23 
 306 741 -2 
 306 742 19 
 306 757 63 
 306 766 -88 
 306 792 -62 
 306 795 64 
 306 803 45 
 306 820 -98 
 306 827 -47 
 306 833 -39 
 306 845 -25 
 306 861 -89 
 306 862 83 
 306 875 89 
 306 891 -62 
 306 920 36 
 306 924 16 
 306 930 100 
 306 935 84 
 306 943 75 
 306 948 -56 
 306 977 35 
 306 979 -24 
 306 980 -63 
 306 989 -71 
 307 322 -40 
 307 359 15 
 307 370 2 
 307 379 -70 
 307 392 21 
 307 394 72 
 307 396 -55 
 307 426 -28 
 307 429 55 
 307 436 -90 
 307 447 22 
 307 463 -59 
 307 470 92 
 307 490 -68 
 307 510 -64 
 307 517 48 
 307 521 -43 
 307 522 -27 
 307 532 66 
 307 540 60 
 307 549 -2 
 307 568 17 
 307 575 -33 
 307 581 -65 
 307 587 -76 
 307 593 -16 
 307 595 -40 
 307 606 56 
 307 615 -34 
 307 629 -64 
 307 682 62 
 307 689 -49 
 307 703 -87 
 307 727 -86 
 307 731 95 
 307 733 -62 
 307 737 48 
 307 750 -6 
 307 758 74 
 307 759 43 
 307 768 23 
 307 774 46 
 307 776 -62 
 307 793 -51 
 307 805 100 
 307 811 43 
 307 814 -54 
 307 828 55 
 307 865 78 
 307 884 76 
 307 886 -27 
 307 893 100 
 307 896 -45 
 307 898 25 
 307 920 -79 
 307 927 31 
 307 932 65 
 307 950 30 
 307 955 -62 
 307 963 27 
 307 969 60 
 307 972 -28 
 307 974 35 
 308 316 7 
 308 345 53 
 308 356 76 
 308 387 -23 
 308 389 45 
 308 391 96 
 308 409 -17 
 308 422 20 
 308 437 -70 
 308 459 -61 
 308 462 85 
 308 472 -98 
 308 473 -79 
 308 477 -42 
 308 478 -43 
 308 485 -70 
 308 500 60 
 308 502 80 
 308 506 -95 
 308 527 -14 
 308 530 -80 
 308 553 32 
 308 557 42 
 308 571 79 
 308 575 43 
 308 579 47 
 308 583 -98 
 308 613 65 
 308 626 -14 
 308 640 -25 
 308 645 16 
 308 664 3 
 308 674 -27 
 308 682 20 
 308 683 -82 
 308 687 70 
 308 696 -16 
 308 714 93 
 308 719 79 
 308 730 10 
 308 746 -98 
 308 791 70 
 308 823 -62 
 308 838 -16 
 308 848 -83 
 308 856 58 
 308 858 19 
 308 864 -70 
 308 880 -56 
 308 882 82 
 308 887 19 
 308 888 72 
 308 905 9 
 308 914 82 
 308 938 93 
 308 951 7 
 308 957 47 
 308 960 5 
 308 969 34 
 308 970 -82 
 309 326 -4 
 309 336 76 
 309 347 89 
 309 357 98 
 309 365 61 
 309 378 57 
 309 379 21 
 309 391 -59 
 309 400 -41 
 309 401 -46 
 309 409 -41 
 309 430 -63 
 309 436 44 
 309 437 54 
 309 439 83 
 309 448 3 
 309 468 -75 
 309 472 -25 
 309 473 50 
 309 480 -51 
 309 496 32 
 309 499 50 
 309 540 55 
 309 545 -81 
 309 558 -88 
 309 565 48 
 309 585 79 
 309 589 12 
 309 635 -23 
 309 650 -1 
 309 655 -78 
 309 672 19 
 309 676 -77 
 309 678 50 
 309 686 28 
 309 688 18 
 309 710 79 
 309 722 45 
 309 727 86 
 309 737 -30 
 309 743 49 
 309 752 -61 
 309 765 47 
 309 774 -37 
 309 785 -49 
 309 790 37 
 309 798 94 
 309 802 -66 
 309 803 64 
 309 809 -75 
 309 813 -93 
 309 818 -66 
 309 827 -44 
 309 829 -75 
 309 843 34 
 309 846 37 
 309 863 97 
 309 871 28 
 309 882 23 
 309 891 -82 
 309 914 -1 
 309 923 -44 
 309 931 -26 
 309 948 45 
 309 949 -55 
 309 952 25 
 309 958 7 
 309 974 87 
 309 991 52 
 310 316 92 
 310 317 -63 
 310 321 65 
 310 331 85 
 310 334 -63 
 310 346 -43 
 310 360 -18 
 310 375 -58 
 310 376 62 
 310 397 45 
 310 403 68 
 310 406 86 
 310 418 -56 
 310 424 -48 
 310 432 78 
 310 437 -96 
 310 453 21 
 310 463 10 
 310 482 48 
 310 484 47 
 310 502 58 
 310 504 -88 
 310 506 54 
 310 526 24 
 310 531 -46 
 310 533 93 
 310 547 -24 
 310 572 -48 
 310 575 16 
 310 577 27 
 310 579 31 
 310 607 12 
 310 620 54 
 310 629 18 
 310 669 20 
 310 672 35 
 310 676 86 
 310 685 29 
 310 695 13 
 310 696 42 
 310 699 59 
 310 701 23 
 310 704 -29 
 310 706 53 
 310 707 80 
 310 717 91 
 310 722 -69 
 310 726 16 
 310 732 -50 
 310 733 16 
 310 757 -32 
 310 761 73 
 310 766 4 
 310 780 -12 
 310 784 79 
 310 785 57 
 310 795 68 
 310 828 12 
 310 834 17 
 310 850 -79 
 310 851 -9 
 310 854 39 
 310 866 22 
 310 867 48 
 310 879 95 
 310 898 -29 
 310 904 88 
 310 908 51 
 310 912 93 
 310 915 65 
 310 918 -91 
 310 927 14 
 310 937 10 
 310 985 -3 
 311 312 -48 
 311 314 -22 
 311 319 -88 
 311 325 -78 
 311 329 -56 
 311 332 20 
 311 333 -32 
 311 342 -54 
 311 344 68 
 311 347 59 
 311 365 7 
 311 370 56 
 311 374 26 
 311 407 48 
 311 420 61 
 311 425 58 
 311 429 26 
 311 436 75 
 311 438 -48 
 311 456 81 
 311 469 -42 
 311 472 -22 
 311 475 100 
 311 483 93 
 311 539 -40 
 311 550 -5 
 311 555 -77 
 311 563 27 
 311 565 93 
 311 569 42 
 311 578 34 
 311 582 -62 
 311 585 -41 
 311 586 36 
 311 595 72 
 311 610 35 
 311 615 -97 
 311 618 73 
 311 620 -90 
 311 621 -54 
 311 635 -54 
 311 638 -52 
 311 645 -94 
 311 650 24 
 311 656 58 
 311 673 -14 
 311 696 -86 
 311 730 -76 
 311 733 -17 
 311 736 -83 
 311 753 -13 
 311 754 14 
 311 769 -31 
 311 775 -44 
 311 789 69 
 311 790 71 
 311 824 100 
 311 858 30 
 311 861 34 
 311 872 76 
 311 878 66 
 311 879 -47 
 311 881 -34 
 311 885 11 
 311 892 -16 
 311 927 -36 
 311 938 -67 
 311 946 37 
 311 955 -12 
 311 963 16 
 311 969 -27 
 311 994 -39 
 312 328 23 
 312 335 -87 
 312 352 86 
 312 354 -32 
 312 356 75 
 312 366 10 
 312 368 72 
 312 370 73 
 312 371 -83 
 312 376 -2 
 312 387 -2 
 312 389 -11 
 312 401 74 
 312 402 -1 
 312 406 -37 
 312 410 96 
 312 422 29 
 312 425 41 
 312 451 -43 
 312 467 25 
 312 470 -17 
 312 471 -59 
 312 490 -84 
 312 508 31 
 312 511 -57 
 312 517 -7 
 312 526 48 
 312 545 -89 
 312 578 97 
 312 599 71 
 312 600 -22 
 312 602 90 
 312 603 33 
 312 607 -21 
 312 619 73 
 312 621 -83 
 312 626 51 
 312 628 -2 
 312 629 -82 
 312 631 -53 
 312 634 -92 
 312 638 -90 
 312 657 -22 
 312 659 -57 
 312 660 90 
 312 664 -65 
 312 673 74 
 312 674 90 
 312 684 87 
 312 692 -86 
 312 709 -36 
 312 728 67 
 312 748 -86 
 312 760 17 
 312 761 -32 
 312 765 -64 
 312 769 -59 
 312 777 26 
 312 787 78 
 312 798 88 
 312 804 57 
 312 814 -61 
 312 816 2 
 312 846 -67 
 312 857 21 
 312 863 58 
 312 871 98 
 312 873 33 
 312 874 -95 
 312 877 77 
 312 885 -7 
 312 897 49 
 312 906 -84 
 312 914 -96 
 312 941 -51 
 312 951 84 
 312 999 -61 
 313 313 -35 
 313 314 -27 
 313 315 3 
 313 320 -87 
 313 322 -21 
 313 327 45 
 313 328 -53 
 313 334 -10 
 313 354 -53 
 313 362 42 
 313 373 39 
 313 375 15 
 313 381 -99 
 313 392 -49 
 313 394 -96 
 313 418 -29 
 313 422 -69 
 313 423 -9 
 313 443 -43 
 313 450 6 
 313 466 36 
 313 468 27 
 313 479 -82 
 313 491 56 
 313 492 97 
 313 501 75 
 313 505 72 
 313 508 -96 
 313 509 -68 
 313 512 -87 
 313 520 -52 
 313 526 19 
 313 544 69 
 313 595 37 
 313 601 -32 
 313 621 67 
 313 624 99 
 313 628 -5 
 313 629 11 
 313 630 -1 
 313 640 -42 
 313 643 26 
 313 645 13 
 313 647 -91 
 313 674 -4 
 313 681 -97 
 313 682 54 
 313 689 46 
 313 693 -25 
 313 695 -85 
 313 702 32 
 313 706 3 
 313 709 -33 
 313 731 59 
 313 736 29 
 313 748 68 
 313 753 83 
 313 764 99 
 313 779 -75 
 313 787 -38 
 313 795 65 
 313 800 68 
 313 801 98 
 313 821 99 
 313 829 92 
 313 832 26 
 313 840 25 
 313 844 -27 
 313 872 61 
 313 876 50 
 313 891 -20 
 313 901 -8 
 313 914 -92 
 313 916 -16 
 313 931 40 
 313 964 -93 
 313 968 -25 
 313 983 -90 
 313 990 -84 
 313 993 56 
 314 314 -10 
 314 315 86 
 314 318 36 
 314 328 -49 
 314 348 -40 
 314 358 -24 
 314 364 71 
 314 367 65 
 314 374 -20 
 314 388 -9 
 314 408 15 
 314 417 -71 
 314 419 99 
 314 424 79 
 314 425 -84 
 314 428 39 
 314 434 -34 
 314 438 40 
 314 455 -52 
 314 464 -70 
 314 480 47 
 314 488 -83 
 314 492 -6 
 314 508 -49 
 314 514 -64 
 314 550 50 
 314 561 83 
 314 563 65 
 314 568 -55 
 314 580 -55 
 314 591 47 
 314 593 60 
 314 604 65 
 314 615 23 
 314 643 54 
 314 645 27 
 314 646 -31 
 314 647 54 
 314 678 -32 
 314 685 64 
 314 693 5 
 314 707 64 
 314 711 13 
 314 739 2 
 314 740 -57 
 314 747 86 
 314 751 -78 
 314 762 -18 
 314 770 68 
 314 784 46 
 314 786 -43 
 314 787 12 
 314 793 46 
 314 795 -95 
 314 804 51 
 314 818 -15 
 314 819 -29 
 314 826 17 
 314 827 32 
 314 830 -8 
 314 831 83 
 314 839 17 
 314 849 42 
 314 864 -95 
 314 868 -77 
 314 882 -43 
 314 885 -96 
 314 901 6 
 314 940 -54 
 314 949 -99 
 314 961 -69 
 314 962 -48 
 314 975 32 
 314 978 8 
 314 985 49 
 314 988 30 
 314 992 -51 
 315 316 97 
 315 328 -5 
 315 343 -47 
 315 367 95 
 315 374 54 
 315 389 -19 
 315 407 19 
 315 409 20 
 315 425 43 
 315 427 32 
 315 433 63 
 315 437 45 
 315 465 -47 
 315 468 59 
 315 472 -53 
 315 486 64 
 315 491 -88 
 315 500 -64 
 315 528 -84 
 315 532 36 
 315 535 73 
 315 536 -96 
 315 539 -55 
 315 542 -33 
 315 550 -31 
 315 556 -11 
 315 571 57 
 315 575 -52 
 315 585 10 
 315 592 46 
 315 594 36 
 315 596 -56 
 315 610 72 
 315 648 -95 
 315 652 -3 
 315 660 84 
 315 685 -4 
 315 696 -61 
 315 697 27 
 315 700 50 
 315 705 -68 
 315 770 -94 
 315 774 32 
 315 775 -22 
 315 777 -98 
 315 791 -32 
 315 798 74 
 315 835 80 
 315 837 -94 
 315 873 -96 
 315 874 -99 
 315 880 -2 
 315 890 24 
 315 893 46 
 315 897 87 
 315 907 -15 
 315 935 9 
 315 960 66 
 315 966 -76 
 315 981 -6 
 316 316 66 
 316 322 -38 
 316 337 -21 
 316 343 -24 
 316 347 -17 
 316 354 70 
 316 360 -18 
 316 371 45 
 316 411 -23 
 316 424 69 
 316 443 -47 
 316 448 12 
 316 465 10 
 316 487 37 
 316 490 84 
 316 492 68 
 316 502 -43 
 316 506 -24 
 316 523 -82 
 316 537 52 
 316 543 95 
 316 550 -19 
 316 559 66 
 316 569 61 
 316 616 86 
 316 623 56 
 316 634 57 
 316 652 -10 
 316 660 38 
 316 684 7 
 316 701 46 
 316 704 -72 
 316 722 57 
 316 762 36 
 316 773 25 
 316 779 6 
 316 801 11 
 316 806 15 
 316 818 -36 
 316 823 -10 
 316 825 -79 
 316 828 -62 
 316 851 5 
 316 857 53 
 316 879 5 
 316 904 15 
 316 906 -13 
 316 909 23 
 316 914 35 
 316 921 -68 
 316 922 -14 
 316 923 -51 
 316 927 -1 
 316 932 82 
 316 936 -4 
 316 944 58 
 316 954 -54 
 316 959 37 
 316 970 32 
 316 975 -70 
 316 990 -24 
 316 991 93 
 317 319 98 
 317 327 -3 
 317 328 43 
 317 329 49 
 317 338 -10 
 317 344 76 
 317 347 82 
 317 349 -53 
 317 356 40 
 317 370 5 
 317 373 9 
 317 385 1 
 317 388 -44 
 317 392 11 
 317 397 87 
 317 415 -19 
 317 429 81 
 317 449 85 
 317 490 45 
 317 492 -83 
 317 516 -89 
 317 519 -3 
 317 525 -86 
 317 527 39 
 317 538 -65 
 317 559 92 
 317 567 79 
 317 586 87 
 317 590 45 
 317 602 -71 
 317 614 -74 
 317 619 79 
 317 622 -34 
 317 638 26 
 317 641 -54 
 317 650 -85 
 317 651 88 
 317 667 -94 
 317 674 -34 
 317 676 -56 
 317 679 93 
 317 681 -52 
 317 703 68 
 317 704 -10 
 317 707 61 
 317 708 -34 
 317 710 77 
 317 715 28 
 317 732 -67 
 317 741 -8 
 317 767 -66 
 317 772 16 
 317 778 -35 
 317 785 -23 
 317 803 -43 
 317 811 70 
 317 812 -31 
 317 832 59 
 317 841 95 
 317 844 -71 
 317 846 -79 
 317 874 77 
 317 875 -83 
 317 881 26 
 317 884 -57 
 317 911 -67 
 317 915 25 
 317 926 93 
 317 927 -74 
 317 929 -16 
 317 941 -40 
 317 947 73 
 317 961 -60 
 317 971 -40 
 317 972 76 
 317 989 76 
 317 997 51 
 318 350 -7 
 318 360 22 
 318 375 22 
 318 376 95 
 318 407 -10 
 318 423 38 
 318 441 -50 
 318 444 -72 
 318 455 -81 
 318 460 69 
 318 461 25 
 318 466 69 
 318 478 15 
 318 487 -77 
 318 512 -11 
 318 518 -5 
 318 528 17 
 318 558 23 
 318 563 -88 
 318 564 85 
 318 565 87 
 318 571 79 
 318 576 8 
 318 578 18 
 318 587 64 
 318 594 -20 
 318 596 -30 
 318 609 -23 
 318 616 -10 
 318 631 -10 
 318 635 -39 
 318 637 -49 
 318 644 69 
 318 650 -47 
 318 651 69 
 318 657 11 
 318 666 -2 
 318 699 -32 
 318 716 45 
 318 722 -52 
 318 739 -97 
 318 747 -1 
 318 750 -94 
 318 760 19 
 318 762 19 
 318 767 -39 
 318 773 45 
 318 774 9 
 318 779 -42 
 318 792 19 
 318 817 65 
 318 820 90 
 318 823 -60 
 318 836 -40 
 318 842 -9 
 318 844 58 
 318 845 -44 
 318 885 -11 
 318 898 -35 
 318 900 9 
 318 933 -91 
 318 937 -69 
 318 948 -72 
 318 955 -7 
 318 966 20 
 318 996 28 
 318 998 93 
 318 1000 16 
 319 329 -76 
 319 331 22 
 319 333 -5 
 319 346 -95 
 319 370 -24 
 319 390 -4 
 319 396 -40 
 319 412 -80 
 319 413 46 
 319 440 -57 
 319 441 -26 
 319 451 15 
 319 457 -26 
 319 462 -86 
 319 523 25 
 319 532 90 
 319 556 -74 
 319 576 -33 
 319 585 75 
 319 587 92 
 319 597 59 
 319 611 81 
 319 615 75 
 319 618 -6 
 319 630 8 
 319 632 71 
 319 639 12 
 319 651 59 
 319 683 99 
 319 692 -71 
 319 699 -76 
 319 704 87 
 319 713 -66 
 319 716 30 
 319 722 -87 
 319 732 31 
 319 733 53 
 319 736 -55 
 319 739 -88 
 319 744 -19 
 319 745 -43 
 319 746 -83 
 319 757 70 
 319 804 -64 
 319 855 79 
 319 858 47 
 319 861 -24 
 319 881 -13 
 319 906 50 
 319 916 45 
 319 936 80 
 319 938 67 
 319 943 -19 
 319 949 86 
 319 954 -43 
 319 985 -1 
 319 988 -74 
 319 994 -29 
 319 998 47 
 320 322 -8 
 320 341 62 
 320 349 -9 
 320 354 4 
 320 356 35 
 320 366 -35 
 320 373 -72 
 320 397 88 
 320 409 -63 
 320 429 -22 
 320 440 3 
 320 455 93 
 320 461 -4 
 320 471 80 
 320 473 57 
 320 477 26 
 320 479 -83 
 320 484 -22 
 320 486 15 
 320 497 -16 
 320 510 43 
 320 517 -5 
 320 520 -4 
 320 548 22 
 320 552 60 
 320 578 40 
 320 585 69 
 320 593 80 
 320 604 31 
 320 607 -39 
 320 613 -5 
 320 626 66 
 320 643 8 
 320 657 -30 
 320 665 74 
 320 668 6 
 320 682 -49 
 320 709 3 
 320 731 -7 
 320 734 -26 
 320 737 74 
 320 738 -73 
 320 761 11 
 320 770 87 
 320 777 75 
 320 784 -67 
 320 788 87 
 320 816 54 
 320 817 51 
 320 821 15 
 320 833 -28 
 320 845 3 
 320 849 59 
 320 852 28 
 320 866 97 
 320 867 -16 
 320 870 80 
 320 895 -40 
 320 918 -33 
 320 926 51 
 320 936 -82 
 320 937 94 
 320 956 1 
 320 960 5 
 320 971 -13 
 320 998 -88 
 321 323 -78 
 321 332 38 
 321 336 -79 
 321 356 83 
 321 364 12 
 321 384 -95 
 321 385 -33 
 321 430 65 
 321 442 -96 
 321 474 -74 
 321 479 47 
 321 481 -22 
 321 490 44 
 321 512 29 
 321 533 45 
 321 550 17 
 321 562 -56 
 321 583 90 
 321 590 15 
 321 592 69 
 321 599 -91 
 321 638 71 
 321 695 -73 
 321 715 -11 
 321 743 -12 
 321 746 16 
 321 748 -21 
 321 766 1 
 321 771 -48 
 321 781 62 
 321 783 -40 
 321 784 88 
 321 788 -49 
 321 803 97 
 321 805 -89 
 321 821 13 
 321 824 33 
 321 832 36 
 321 854 -96 
 321 855 32 
 321 866 -44 
 321 869 80 
 321 871 -78 
 321 875 -43 
 321 881 75 
 321 893 31 
 321 896 68 
 321 902 69 
 321 903 -36 
 321 953 -10 
 321 971 19 
 321 974 -22 
 321 998 20 
 322 356 -82 
 322 363 -7 
 322 364 44 
 322 375 -28 
 322 378 -18 
 322 380 77 
 322 394 72 
 322 411 -12 
 322 437 27 
 322 453 71 
 322 477 -73 
 322 495 66 
 322 503 -27 
 322 512 100 
 322 578 81 
 322 601 -17 
 322 617 -55 
 322 626 42 
 322 638 86 
 322 652 -11 
 322 656 99 
 322 683 72 
 322 691 60 
 322 711 -56 
 322 715 -87 
 322 739 -64 
 322 744 -56 
 322 768 28 
 322 772 -53 
 322 785 -69 
 322 794 -89 
 322 795 19 
 322 809 -71 
 322 813 -74 
 322 818 -18 
 322 849 83 
 322 859 100 
 322 864 -5 
 322 881 15 
 322 891 8 
 322 897 43 
 322 905 98 
 322 914 82 
 322 923 -7 
 322 925 86 
 322 926 -83 
 322 932 57 
 322 945 3 
 322 949 24 
 322 951 -46 
 322 961 91 
 322 970 53 
 322 990 79 
 322 991 -81 
 322 993 88 
 322 997 -21 
 322 1000 -52 
 323 340 24 
 323 356 -88 
 323 374 98 
 323 375 44 
 323 379 3 
 323 389 -76 
 323 412 91 
 323 414 47 
 323 440 24 
 323 455 53 
 323 457 -80 
 323 462 -89 
 323 472 -35 
 323 473 7 
 323 489 3 
 323 492 -4 
 323 494 87 
 323 499 -71 
 323 500 90 
 323 504 -4 
 323 515 75 
 323 525 37 
 323 531 -92 
 323 546 23 
 323 550 -74 
 323 553 -49 
 323 562 30 
 323 582 30 
 323 583 -84 
 323 591 -93 
 323 635 74 
 323 648 91 
 323 653 -26 
 323 671 14 
 323 678 19 
 323 681 -90 
 323 689 -87 
 323 697 13 
 323 705 -17 
 323 717 29 
 323 737 54 
 323 742 -99 
 323 744 71 
 323 748 -29 
 323 760 28 
 323 761 -80 
 323 774 87 
 323 807 -74 
 323 831 -13 
 323 845 -25 
 323 848 58 
 323 874 57 
 323 875 -66 
 323 904 19 
 323 910 81 
 323 914 77 
 323 924 100 
 323 926 29 
 323 928 63 
 323 936 85 
 323 951 -25 
 323 977 7 
 323 981 59 
 323 991 29 
 323 996 27 
 323 1000 34 
 324 333 -12 
 324 369 54 
 324 370 -80 
 324 399 24 
 324 406 -32 
 324 454 39 
 324 455 -4 
 324 460 26 
 324 473 -69 
 324 476 87 
 324 478 69 
 324 488 33 
 324 490 -78 
 324 491 -55 
 324 506 85 
 324 519 76 
 324 528 46 
 324 543 -99 
 324 555 -3 
 324 557 -31 
 324 570 27 
 324 571 75 
 324 573 -9 
 324 575 64 
 324 586 15 
 324 602 34 
 324 605 3 
 324 606 -29 
 324 619 -14 
 324 625 -85 
 324 650 93 
 324 656 -73 
 324 674 50 
 324 693 -4 
 324 696 62 
 324 707 6 
 324 716 -69 
 324 718 -22 
 324 765 -62 
 324 778 98 
 324 795 20 
 324 796 15 
 324 802 -94 
 324 833 63 
 324 834 -61 
 324 835 -42 
 324 838 43 
 324 873 -9 
 324 874 -48 
 324 875 72 
 324 916 -34 
 324 927 15 
 324 930 80 
 324 945 -61 
 324 956 -21 
 324 960 -57 
 324 963 24 
 324 966 -29 
 324 987 -59 
 324 992 54 
 324 994 -71 
 325 332 88 
 325 362 24 
 325 367 -70 
 325 368 -84 
 325 408 -18 
 325 415 93 
 325 420 -28 
 325 428 -67 
 325 434 -79 
 325 438 10 
 325 439 99 
 325 440 -13 
 325 456 89 
 325 459 -63 
 325 470 -95 
 325 478 77 
 325 490 -49 
 325 493 69 
 325 509 1 
 325 519 38 
 325 521 65 
 325 544 -3 
 325 549 61 
 325 562 -53 
 325 577 10 
 325 579 16 
 325 586 99 
 325 587 47 
 325 590 -83 
 325 618 57 
 325 624 34 
 325 648 96 
 325 649 88 
 325 652 9 
 325 664 95 
 325 676 69 
 325 686 -58 
 325 687 75 
 325 689 44 
 325 695 12 
 325 707 -99 
 325 721 64 
 325 753 -47 
 325 766 86 
 325 771 16 
 325 775 21 
 325 778 -18 
 325 783 16 
 325 787 -20 
 325 798 34 
 325 845 62 
 325 848 50 
 325 852 -1 
 325 864 -19 
 325 865 -92 
 325 887 15 
 325 907 77 
 325 908 1 
 325 913 90 
 325 919 86 
 325 920 -95 
 325 935 45 
 325 938 -17 
 325 954 38 
 325 965 -46 
 325 966 -32 
 326 328 -19 
 326 330 46 
 326 342 -14 
 326 345 80 
 326 347 -16 
 326 354 -25 
 326 362 -63 
 326 378 91 
 326 379 27 
 326 408 36 
 326 423 -78 
 326 445 -22 
 326 450 55 
 326 457 58 
 326 478 -38 
 326 485 -87 
 326 491 5 
 326 507 95 
 326 512 -8 
 326 520 7 
 326 522 -93 
 326 536 -37 
 326 543 -25 
 326 553 -37 
 326 566 34 
 326 586 36 
 326 607 64 
 326 608 -88 
 326 624 82 
 326 639 58 
 326 650 66 
 326 657 64 
 326 660 96 
 326 664 -6 
 326 692 -91 
 326 695 52 
 326 705 -43 
 326 709 -25 
 326 715 -12 
 326 717 -96 
 326 723 -15 
 326 727 -47 
 326 744 11 
 326 749 -14 
 326 751 86 
 326 758 18 
 326 771 -38 
 326 774 100 
 326 778 -22 
 326 808 89 
 326 811 -11 
 326 813 62 
 326 842 -15 
 326 850 -9 
 326 861 -78 
 326 867 59 
 326 875 -18 
 326 876 -39 
 326 877 -96 
 326 885 -93 
 326 908 -82 
 326 913 88 
 326 914 90 
 326 917 -3 
 326 940 -7 
 326 941 -90 
 326 947 -54 
 326 950 -18 
 326 952 67 
 326 960 -61 
 326 965 9 
 326 970 -73 
 326 972 -58 
 326 976 -74 
 326 991 -93 
 326 995 24 
 327 344 -61 
 327 345 13 
 327 347 -13 
 327 350 88 
 327 351 47 
 327 353 1 
 327 366 -83 
 327 367 -53 
 327 378 -44 
 327 382 72 
 327 386 83 
 327 387 -6 
 327 390 -52 
 327 395 -21 
 327 411 -43 
 327 418 14 
 327 423 17 
 327 427 -48 
 327 433 -60 
 327 439 -80 
 327 460 -85 
 327 462 59 
 327 489 90 
 327 509 76 
 327 523 -75 
 327 525 -68 
 327 538 -24 
 327 546 56 
 327 552 72 
 327 569 20 
 327 576 -1 
 327 578 90 
 327 580 -96 
 327 587 -76 
 327 588 -88 
 327 617 -14 
 327 627 -68 
 327 658 28 
 327 667 -5 
 327 671 57 
 327 672 -1 
 327 679 -12 
 327 684 -73 
 327 687 30 
 327 693 -51 
 327 695 11 
 327 705 -53 
 327 707 99 
 327 713 77 
 327 724 48 
 327 727 -67 
 327 731 60 
 327 759 87 
 327 771 78 
 327 772 -23 
 327 782 68 
 327 783 -28 
 327 786 -99 
 327 787 -31 
 327 797 -75 
 327 812 -1 
 327 830 -26 
 327 835 86 
 327 838 -84 
 327 844 -3 
 327 864 -92 
 327 868 -54 
 327 875 -88 
 327 890 -10 
 327 891 53 
 327 900 34 
 327 910 15 
 327 914 64 
 327 922 89 
 327 926 -1 
 327 938 -18 
 327 953 -21 
 327 960 -66 
 327 968 -23 
 327 988 74 
 327 991 -92 
 328 334 67 
 328 335 4 
 328 339 8 
 328 344 100 
 328 349 34 
 328 350 81 
 328 356 64 
 328 357 -62 
 328 363 3 
 328 373 -21 
 328 379 10 
 328 399 -9 
 328 413 -81 
 328 416 -6 
 328 419 36 
 328 420 -94 
 328 428 -46 
 328 433 79 
 328 437 46 
 328 441 -1 
 328 442 -80 
 328 444 -21 
 328 445 90 
 328 446 79 
 328 451 51 
 328 464 -45 
 328 467 12 
 328 514 85 
 328 517 40 
 328 531 -47 
 328 539 33 
 328 546 99 
 328 548 -98 
 328 551 19 
 328 562 95 
 328 563 -20 
 328 565 -35 
 328 576 -24 
 328 581 -66 
 328 582 -13 
 328 593 -22 
 328 606 -13 
 328 610 13 
 328 622 60 
 328 639 -92 
 328 651 5 
 328 656 -88 
 328 662 -61 
 328 665 47 
 328 671 -69 
 328 680 -3 
 328 687 4 
 328 699 92 
 328 702 -74 
 328 711 75 
 328 773 -19 
 328 779 85 
 328 803 -46 
 328 805 -31 
 328 806 -32 
 328 830 4 
 328 841 100 
 328 859 -48 
 328 865 -15 
 328 872 22 
 328 891 -2 
 328 900 -31 
 328 910 -51 
 328 923 84 
 328 929 73 
 328 935 -85 
 328 945 22 
 328 951 -59 
 328 958 76 
 328 976 -28 
 328 988 -74 
 328 990 55 
 328 992 72 
 329 340 84 
 329 342 -54 
 329 356 -82 
 329 358 -1 
 329 371 94 
 329 396 62 
 329 408 -47 
 329 414 -80 
 329 415 -37 
 329 429 -2 
 329 437 92 
 329 471 91 
 329 486 36 
 329 503 -13 
 329 506 -21 
 329 518 37 
 329 519 -68 
 329 525 -81 
 329 543 -13 
 329 547 5 
 329 552 48 
 329 560 57 
 329 564 87 
 329 569 68 
 329 570 -65 
 329 574 -60 
 329 588 -36 
 329 591 71 
 329 595 -9 
 329 604 -43 
 329 615 -65 
 329 616 21 
